text,likes,retweets,sad,depression
"At least he didn’t use #GUNviolence it could have gotten really ugly.  And yaaas it was self defense of @jadapsmith ‘s #mentalhealth to keep her safe from depression.  Health issues are sensitive, better get permissions b4 joking about it. https://t.co/UbQgVG7VY5",2,0,0,1
"@FitFounder Bro wut? Will is a broken man. Nothing gangster about that. He cucks for his wife while she gets hollowed out by rappers their own kids’ age. The last year has given the internet a front row ticket to the Prince’s meltdown. It’s sad. At this point, he’s probably gonna he sent…",3,0,0,0
@elonmusk I also find it ridiculous that we are giving out gold awards on a stage while men women and children are being killed.. is this what's become most important to us? It's a very sad  world..,13,0,0,0
IM FUCJINH SOBBING I HAVENT EVEN WATCHED THE EP YET im so sad https://t.co/SBKjL5Yff8,1,0,0,0
@ZacStevensDNVR Sad!!!  Looks like a hat I bought in 97 lol,4,0,0,0
People are so quick to jump on the hate train with knowing anything… it’s sad 😔 anyway they did good on their fist Busking! Proof of them ❤️ especially LEO for his speech! https://t.co/PazAORcFF6,4,0,0,0
"@ByoFinest Very sad, and it has made more dark skinned particularly women feel less and not confident and others even very angry in life",1,0,0,0
Will I ever stop being sad ?,0,0,0,0
@RealMrumaDrive Thats what depression does it only hit after seconds,0,0,0,1
"@deardrewdixon @Eugene_Scott I could see the sadness on their faces. So sad. 
Violence isn't funny.",0,0,0,0
it’s so eerie and sad coming across the social media of someone who’s passed away,39,0,0,0
It’s sad how Jada Smith’s disability- alopecia- became about Will Smith and Chris Rock.,2,0,0,0
"@Trav62276694 Sad news indeed. 😔 
Be strong. ✌️",0,0,0,0
@willsmith Damn she can cheat on you and still have you wrapped around her finger. Sad life homie. Attack a man for a joke your women walks around all day saying it don’t bother her and it makes her stronger. Well obviously not hahahahahahaha,0,0,0,0
@entoria350 @KarlyMichelle_E @bennessb Yeah it's certainly an improvement but the hooha about it from the gammon sections of the UK is a sad sight,0,0,0,0
@CodeNMIXX okay we take back all the sad messages,2,0,0,0
"@PyrrhianTimes @WingsOfFireNews sad T-T
i have to get it on amazon, but mabye my dad can take me to B&amp;N...",0,0,0,0
@yoon_jeonghaan yes so sad but it’s true,0,0,0,0
Watched Chinatown for the first time last night and I’m sad it took me this long to watch. I really enjoyed it!,2,0,0,0
@VishweshvarDev I saw one hearing a sad song with bhangra drums playing in it because he had a fight with his paramour.,1,0,0,0
suddenly feel sad and empty inside. f,0,0,0,0
Man depression and a lack of motivation to do anything hitting hard in the morning,9,0,0,1
@miasprv actually the meaning of sunset is sad.,0,0,0,0
@zizonka @CptNyhavnsmann A big ol spoon of depression 🤣,1,0,0,1
"Millionaires with easiest jobs get together and give awards to themselves in a big charade. And we plebs try to find entertainment in their pretentious clothes, lofty speeches, petty fights. Sad is all. 
.
.

#Oscars #Hollywood #willsmithchrisrock #Bitcoin",0,0,0,0
@GasBuddy Sad how many people had to cancel their plans. We'll be voting accordingly!  #WorldsFastestCourier https://t.co/SydpyB2fgJ,0,0,0,0
I'm so fucking sad about my life there's nothing left to do but laugh about it,1,0,0,0
The most sad and pathetic clout chasing attempt I’ve ever witnessed. God this is embarrassing. https://t.co/o3cbQZA8nq,1,0,0,0
"@chrischirp Well said! It's sad, but true. Thank you so much for keeping speaking out.",2,0,0,0
"Brilliant words in @WSJopinion pages today.  Such a sad state we are in - having to settle #smh 

@POTUS @VP https://t.co/Ab6j9peYQF",0,0,0,0
"@AFP Democracies fight for the Afghans for many years and lost hundred of soldiers doing it. But, unless the Ukranians, they did'nt have the will or the gut to fight for themselves.
That's really sad but it's their choice.",1,0,0,0
@ErinWilliams5 @Hopeforasicksa1 @JJGrayF1 @Suzyiam @stickontwit Very sad.,0,0,0,0
@Flanativegirl10 @NotHoodlum Sad if true,0,0,0,0
@Sam_McCormick13 I'm so very sorry. She has such a lovely warmth about her in those photos. I feel desperately sad for her that she is no longer with her lovely family and so deeply sorry for you all that you have had to say goodbye. Xx,2,0,0,0
"@AljazSkorjanec 
Me and my friend ava are really sad that u have left strictly 

We'll miss you",0,0,0,0
@policies4poland @maxseddon No more stinky showers in Apatity. How sad…,2,0,0,0
Post Con depression and monday mornings at work have me like https://t.co/cXaxcaISdu,11,0,0,1
@HBARPrice i guess with all your tweets you don’t do yourself a favour in the end. I guess you won’t bring Hedera down with this. The only one you hurt with this behaviour is yourself. That is sad to see. $HBAR @hedera,1,0,0,0
but i am a 23 year old smoker who lacks all vitamins ever cause they were stripped out because of my eating disorder and depression I need this https://t.co/7FNxWvF8QZ,1,0,0,1
its soft sad and cute btw🥺,0,0,0,0
"@WOMPUS_ @brandon_huu @ChakibKhalil17 Man it's twitter who gives af what these guys think? 

They live to be victims, it makes them feel like they have some kind of moral high ground to feed their ego, but really they're just losers who get in arguments on Twitter and try to cancel people doing actual stuff IRL

sad",0,0,0,0
"Something's wrong But don't pity me for long 
If you get sad, then I'll feel bad 
That I told you at all",1,0,0,0
"@rahaeli As a second generation Italian, and child of a parent with depression era parents, I can relate.",1,0,0,1
@VickreyFan i'm sad about every red state not being swingy enough,1,0,0,0
Nahhhh I’m weak asl Will how u gon go out SAD,3,0,0,0
"@APompliano Sounds like it would be silly to “own anything” and be sad when you can “own nothing and be happy”. 

🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣

Does anyone else see what’s going on? lol",6,0,0,0
It's sad but it's True...,0,0,0,0
@44vibeTV That makes me so fucking sad 😣😢,0,0,0,0
"been rejected
so sad
but have to continue working harder",0,0,0,0
I never really believe that I have seasonal depression until second winter hits and I once again dread existence,1,0,0,1
@stoolpresidente Sad times for #bitcoin. Last few weeks my sats have become more expensive.,0,0,0,0
So sad ☹️,0,0,0,0
@WajahatAli It's sad...,0,0,0,0
"@MarshaBlackburn So why did you let Trump do it? Why didn't you say anything when he sent Taliban fighters back to wage war on our troops?

FYI, your anti-choice rhetoric says you're not really sad for Afghani girls, but for your arms dealing megadonors who've losing $$$ in arms sales.",1,0,0,0
@Soxthewavingcat @DrAseemMalhotra Yes... Really sad... Or maybe he does it for  popularity or recognition... Many dumb people might follow someone that feeds their conspiracy theories,1,0,0,0
"My new fav 
#SoundCloud https://t.co/1nSHxSd4ee",0,0,0,0
"@paulg A great story with a sad ending:

""No one understands female founders better than Jessica. But it's unlikely anyone will ever hear her speak candidly about the topic. She ventured a toe in that water a while ago, and the reaction was so violent that she decided ""never again."" """,0,0,0,0
@monomarr its the sad truth of my life,1,0,0,0
@bemani247 It is sad to see her gone… 😭… There are a lot of much better artists than me … Thank you for the compliment! ❤️🙏🏻🌸,1,0,0,0
"@RickW302 @riggedgov @blantdaddy3 *the    There’s nothing there.   Even to mock.  Only bots for media outlets and agencies posting, and for some reason, Christian Walker.  So very very sad.",1,0,0,0
@littleapostate Definitely makes me a little sad. Will have to figure out a way to overcompensate,0,0,0,0
@ATLUncensored This is just sad. all gas stations should have armed security guards,2,0,0,0
@LORRAKON Sad. I'm glad  didn't watch it. I'm shocked Will Smith is such a nice and composed guy.,0,0,0,0
"@wzrdklly @kekambas26 @jkd917 @DavidSpade Funny how you think you are making a good point, but you just show how sad and uncivilized your upbringing was. so yeah guess we grew up different, its like kinder garden 101 to not hit someone because they said something to you.",0,0,0,0
"so, this is my life. And I want you to know that I am both happy and sad and I'm still trying to figure out how that could be.",0,0,0,0
"#TheNine  I feel exactly the same way that Lee feels 100% Will's award should have been rescinded, and he should have been escorted away immediately! His so expected ""apology"" was only to prolong his acceptance speech, which he KNEW wouldn't be a REAL apology. Very sad indeed. """,5,0,0,0
@NickizStan @AbleismCancel @RaquelWillis_ Mental illness is considered a disability by the Social Security Administration (SSA). Alopecia has caused mental issues like depression.,0,0,0,1
"@YourDocEngrLuna Aw, so sad.",1,0,0,0
"@cold957 i knew she would use this to infiltrate the UK government her sad fake story, shes an agent of the iranian governement",0,0,0,0
@gtconway3dg @gtconway3d Sad state of affairs for a sad little man.,0,0,0,0
this is sad,0,0,0,0
@DNPthree That was sad 😔 any way 🤭 https://t.co/oRGDs7mLmW,28,0,0,0
@debosbaby I found the answer. Chei. Dune is a sad movie sha. 😅,0,0,0,0
@NickyyNiicolee Very very sad.   Guns are not toys...,0,0,0,0
"@DrMntisToboggan @Reggie_Nobles @RealSalv0h @sonicdeath @davidmackau you do realize that condition can still affect u so much in terms of your mental health too right ? it can cause body dysmorphia and lead to depression and many different issues, it can be an autoimmune related disorder too",0,0,0,1
"#Heardle #31

🔊🟩⬜️⬜️⬜️⬜️⬜️

https://t.co/kGZbOa2EpB

Todays Heardle made me sad all over again",2,0,0,0
its sad they were a nice friend,0,0,0,0
"@Kittyyyc2 I hear your anger and it’s sad that all we do is work to better our lives and should be able to buy a home. Now I feel all we do is work, pay high taxes and pay an exorbitant amount of rent.",1,0,0,0
it’s -4 c outside. making a new depression playlist https://t.co/c3MhRsOxd0,1,1,0,1
@aesvore aw thats sad :(,0,0,0,0
It's sad that people can't understand what you mean. But yes imperical system makes sense for practical everyday human use. And for workplaces for logical mathamatical reasons metic is best. https://t.co/zfeBrTjxwK,0,0,0,0
@OttawaPolice Sad day for democracy,230,4,0,0
"taste of love and alcohol free hit so different driving about with the windows down

truly seasonal depression is over when the temperature reaches 13 degrees",3,0,0,1
"@chrisrock Don’t let an entitled #WillSmith change your comedy It’s a SAD state of affairs when people can’t take a joke- wait I can’t take what a joke will Smith is but I’m not going to slap him because I’m not an entitled movie star with a wandering, bald wife.",1,0,0,0
EVERYBODY SO SAD Black men HIT.. #ReparationsNow .. https://t.co/h2gFelZBxo,0,0,0,0
"Hello everyone, a bit sad. We had 5 youths in our FP area on Saturday at 3 and 6 pm. They have caused a lot of damage to all of our new equipment and sheds. It is so sad that these individuals, some of whom still have siblings in school, want to spoil it for our little ones.",4,11,0,0
crying how my ex be sad asl but was just claiming he was happy and married https://t.co/vqGKpTPzya,2,0,0,0
@MichaelEMann @4corners @BBCPanorama It’s sad we have to work this hard to safe our planet and try to ensure our existence but thank you @MichaelEMann for your incredible work.,1,1,0,0
"What a sad commentary.

Is this really the best we can offer students in the United States of America?

https://t.co/iBTqpIOGHL",1,0,0,0
Its really sad a father taught his son to be so evil and corrupt. What kind of evil man teaches his son these things?!! So sad. I keep thinking about this. He set his son up to fall. Just a sad shame. Bidens kids never had a chance. He warped them instead of teaching him honesty,0,0,0,0
"@dropsdotgg That’s what social media counts on. People respond &amp; engage &amp; stay on apps much more to interact with negative posts than positive ones. Ad revenue goes through the roof. Sad but true. Keep doing what you do, you’re great at it &amp; it’s very helpful to a lot of us 💯",1,0,0,0
I definitely am sad that I'm missing #NARST2022. There are so many amazing people there and I love that community. 😔,4,0,0,0
"Smh, don’t let anyone disrespect your tribe. No matter the platform. Stand for something. Sad it had to be done but love to see it. Showed me despite all the hype and success he’s still a real man 🏆",2,0,0,0
"@luciusfox87 don't worry. Youtube got you covered and blacktwitter got you ready. just don't drink nothing. and watch out for the ""virtue signaling"" just sad.",1,0,0,0
@RoadAlertsKE This is sad...these UDA bus wanted to impeach the small car. 😅😆,1,0,0,0
They're finally free! It's so sad that we didn't get to see their potential bc of that sh1t company. Tsh1t really ruined EVERY single artist under them smh. https://t.co/WkSpemTjeq,0,0,0,0
"@kerberos007 The sad part is indexing, equity pricing is active management,  individual equity price adjustments are driven at earnings release, so timing of the Vullish move is basically at the beginning of each qtr with earnings, and Vearish at the close of qtr for reporting perf, seasonal",1,0,0,0
@MaybeBut @knghtkt @JMullins1129 @PreetBharara Sorry that you're too much of a coward to stand up for the ones you love. How sad.,0,0,0,0
Well @animalcrxingnh is leaving to go home 😭😭😭😭 im so sad but had the best week 🥰🥰🥰,2,0,0,0
what a sad evening,0,0,0,0
"It’s sad how black people are worshipping and making fun of what happened with Chris Rock and Will Smith, yet we tell them we not animals or violent😂 THIS WHY THEY AINT INVITE YALL IN THE FIRST PLACE",0,0,0,0
cool. even more ppl from my class know that i have a fcuking depression. and it’s not bc of me.,10,0,0,1
@ShepRose Some people just h8 &amp; it’s sad. The worst part is when they call themselves Christian’s &amp; I’m 💯 percent positive that h8 isn’t found favorable. They’re simply miserable trolls. ☮️💙🐾🇺🇦🌈,0,0,0,0
@elise_hitting So sad,0,0,0,0
"@SequoyTheBoy @BuffyPeters15 @thewannabe29 Then you support black successful man acting like gangbangers slapping people around (other black people) because they feel entitled and their cheating wife feels sad she is bald and life is unfair? Most black girls I even dated they all wear wigs who gives an F,",0,0,0,0
“You can’t just have gotten over depression by yourself” bitch this your solution??? I think There’s more hope getting over everything by myself actually lol,0,0,0,1
@shelli18880432 Yes the sad donkey 😀,1,0,0,0
"@mitskileaks thx so much for inventing music and emotions! Your music has helped me through depression and has inspired me to lift myself out and create

Love Me More is too perfect in my trailer!
#LoveMeMore #LaurelHell #Mitski #BecomingBen #depression 

https://t.co/rdo1X4FVe0",0,0,0,1
sad story https://t.co/tHThdkyXty,0,0,0,0
his hand im actually sad https://t.co/NqP6yfv7un,0,0,0,0
@yuzi_chahal  very sad i cant see you in red and gold,0,0,0,0
"@RitaPanahi Sad, sad so sad.",0,0,0,0
"Today my cousin should've been celebrating his 34th bday.  But 2 years ago, his pain was too much for him, and he left us.  A day doesn't go by without me wishing I knew that he suffered, and was able to help...depression is a horrible thing.  #MentalHealthMatters https://t.co/b1066amRLb",5,0,0,1
"@IIKHUNE_32_16 @KaizerChiefs Amakhosi ayamthanda uKhune , will be sad to see you leave to another club caz that would limit your future prospects , abo Shaba and Yeye left and it's harder for them to get involved at Chiefs now then it was at the end of the their careers",4,0,0,0
Idk i just feel so sad,1,0,0,0
"The jokes are too easy (I thought of some good ones, believe me), but I decided it wouldn't be adding anything of value to the discourse. Besides, the whole thing only made me sad.",0,0,0,0
@duskkeyy @The__Solstice That's just sad c'mon,0,0,0,0
@neal_katyal So sad and unimaginable that drugs still have their death grip on so many. He will be missed.,0,0,0,0
It’s kind of sad watching #willsmith try to be enough for Jada.,1,0,0,0
@Ghalatchalak It's the part of childhood that i just missed and i feel sad for that,0,0,0,0
@noewvn That’s sad😪,1,0,0,0
@latarxoy I FOUND this very sad,0,0,0,0
"sad, alone, empty.",0,0,0,0
@Shermichael_ @willsmith @chrisrock It's sad that we must think this way. I'm in predominately white schools where there's too much aggressive behavior and it's not discussed racially. We discuss the same behavior among Black kids racially. What if Jada had gone up there and b-slapped him? That was a b-slap.,0,0,0,0
This a great opportunity to deepen understanding of different types of psychological defences &amp; how to overcome #depression &amp; #Trauma with @grahammusic1 https://t.co/jMjbR6OL12,1,0,0,1
I was watching the video trying to figure out why were they even playing wit it to their heads shit was sad 🙏🏽 https://t.co/Swqll33caS,2,1,0,0
@RonFilipkowski She is so much injected it is sad,0,0,0,0
"Wordle 283 3/6

🟩⬛🟩⬛⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩

When the depression is down then I'm decent at Wordle",0,0,0,1
@arydigitalasia Let me remind the director something there are some girls that will get married and will put up with the husband and the mother-in-law‘s abuse. They never walk away. So I stop watching this drama because I will not support domestic violence. Sad and sick,0,0,0,0
"1887: The Palm Theatre was built at the corner of Frankford &amp; Norris Sts in Philadelphia, for working-class audiences who labored in the nearby factories. Great Depression hit area very, very hard. Became a movie house, but closed in 1952 - around when these photos were taken. https://t.co/c2wS3O5g3N",3,0,0,1
"I don’t have time to be sad, i got a lot of works to do",1,0,0,0
"@videotech_ @RockstarGames The sad thing is, I don't think they actually care about reputation anymore. It's all money. They've actually surpassed EA/Ubi, it's grim.",47,2,0,0
"@RonPlacone sad to see will smith punching down phyically and figurativity

very kingly of will smith in a mad tyrant type of way https://t.co/kJl2LbFpOr",0,0,0,0
@WajahatAli America is sad 😔,0,0,0,0
@mayasomersett oh that’s really sad,0,0,0,0
"It’s so crazy that anxiety and depression can affect your life so much. It’s NOT REAL! Those blockages are literally all inside of your head but still it’s so hard to debunk them 
#anxiety #socialanxiety",1,0,0,1
@WednesdayRoyal food and water contamination :( even just swimming you can get it. they don’t have sewage infrastructure so all the sewage eventually goes into the ocean/cenotes and back into the water supply it’s really sad bc it was never a prob before overpopulation from tourism,0,0,0,0
"@KEdge23 You must be really sad and lonely, you are sounding like a stuck record. Do you never have anything fun, enjoyable or uplifting or do you really prove you are a sad tw@#.",0,0,0,0
Sad and sick to get any joy out of calling someone's parents to tell them they killed their child. https://t.co/VPAHBRxSbH,0,0,0,0
That’s so sad. Omg🥺,0,0,0,0
@davidmackau Will Smith can't take a joke. Fucking sad. These days no one can joke about anything because everyone is too fucking sensitive. Used to look up to this guy too.,0,0,0,0
That's so sad for her family https://t.co/fZS6AMvn2z,0,0,0,0
"@markminervini No.  The question really is ""Where will it be adjudicated.""

Smith was completely out of line.  The act was as egregious as something Antifa or BLM would do.  Sad thing is that it plays into our current culture and will likely be dismissed in a week or two.

Dangerous world.",0,0,0,0
@FR33TH1NK3RR @yugivorhees Anger like this usually stems from a lack of or a poor male role in your formative years … it’s sad 😔,0,0,0,0
"@Pumpakussy Me neither and it's really sad because it's such a serious thing but almost everyone brushes it off as ""fandom drama"" like ugh",2,0,0,0
"KD went 1-8 with a turnover in the 4th quarter, for the game he was 9/24. I wonder if Skip Bayless and the rest of the media are going to talk about how he “couldn’t close and isn’t clutch” like they do with LeBron James after EVERY GAME…

The double standard is so sad man",11,2,0,0
Depression is rage turned inwards,0,0,0,1
"@__sanSkar__ @ritikaga1999 @akshaymarch7 if replay == yes:
    return True
if replay == slap:
    return Sad",1,0,0,0
@Ehix07 @BayoAdedosu @yomiakinsola The last 1week make me sad seeing opportunist come into d house and grab d front seats despite the harsh utterance from them u people can call her women *** but to me she is a miscreants and such behavior shd nt hold front seat and to the former that support he4 she is traitor,0,0,0,0
"Devin Carter was the spark for me, this season (after Trae's departure). I wish all t he players who are entering the transfer portal all the best. They were a fun team to watch, and I could see ""it"" coming together. Sad to see it end before it came together. https://t.co/dqp6CQVQLZ",1,0,0,0
"@jonathanstea @CaulfieldTim I'm sure most of the people who have seen the RBC tweet, must have felt 'zeta potential' is out of their reach to understand. Since they can't even begin to question, the reflex is to accept the jargon. Sad and funny at the same time.",2,0,0,0
The sad part about me on Twitter is that even I don’t care what I think.,4,0,0,0
"Went to Daunt at lunchtime, looked at all the books, bought none. So sad but I’m not allowed to buy anymore books until I’ve at least dented my enormous TBR stack, and I’m reading so slowly at the moment 😔",3,0,0,0
@robsmithonline It is sad and true. Plus Will and Jada are sorry parents with confused kids .,0,0,0,0
"@oirschoot Words, words ... words, no action .. just another hypocritical politician seeking media attention. Sad world.",1,0,0,0
"@GOPChairwoman No, he doesn't need to be on the border.  He needs to be in an assisted living facility that specializes in memory care.  I'm not even joking.  It's sad to watch him.",0,0,0,0
@sincerelykiller im saying cause oda cant stop making sad stories for every blonde....🏃‍♂️,0,0,0,0
"@WheatDraws I love the work you guys are doing, it is sad that we actually will never get those concepts like that into the game",0,0,0,0
"@Antonio25283535 Sad we have to read about such solidarity  today.. Change can happen  without violence , And  Riots. What happened to the voice of the people??",1,0,0,0
@sad_istfried Bow before the moth,0,0,0,0
@MeganMakinMoney Sad even stealing tweets now,0,0,0,0
And that’s the sad part that will respects her way more than she does him https://t.co/ndkdAcU4V3,1,0,0,0
@covid_parent You’re the best! These make my day🤣 (my very long sad covid days hiding in my basement),2,0,0,0
I’m sad I know yea,0,0,0,0
will wtf now i gotta change my @ name ! seeing a black man embarrass another black man like that was sad. would you have slapped jimmy fallon like that? doubt it #Oscars,0,0,0,0
"Will Smith is forever a loser in my eyes now. Sad. I worshiped him 25 years ago growing up. Oscars are garbage. BS that ""they don't condone violence"" us utter crap. YOU 100% condone violence and you award it and you give it a standing ovation in the same night. #oscars2022",0,0,0,0
"@CBSSunday @sethdoane I really do feel bad. This poor billionaire cannot access any of his money. It's just so sad...

Ha! Just kidding. I don't care, you get what you deserve. Maybe next time you'll dissuade your pal Vlad from invading a sovereign country.",0,0,0,0
"Often, I feel sad about my horse.",0,0,0,0
"@JustineClaire65 @GBNEWS Anyone takes the piss out of my wife medical condition (and well known battle with depression as a result) will get punched, would it be acceptable for Rock to mock a person in a wheel chair, or the Deaf actor from the film Coda, no, he’d be condemned.",0,0,0,1
"@HelloDearVoid @JustTheFacts66 @Lancegooden Yes Seriously if you think the Unrealized Gains Tax only taxes the rich it is applied to all.
On their Wages, Homes, Property, Personal Property, Businesses, Stock Market etc..
Want a depression transferring everyone's wealth to the Government does it liberals need to see reality",0,0,0,1
Depression= crazy backstabbing = get your shit together.. backwards ass world we live in..,0,0,0,1
It’s sad how easily influenced people are.,0,2,0,0
@pen_pearl @SB19Official My point is sb19 is my comfort. My tweet is not about God? I get your point but for me is sb19 is my comfort why? When I'm sad andyan Sila. I don't get it bakit po nasama si God about my tweet🙂,0,0,0,0
im so sad i love soogyu sm https://t.co/UEUEFYEtX2,0,0,0,0
@NajwaNisrina8 tell me why you are sad,0,0,0,0
@MeghanMcCain Poor little Meggie poo is sad cause she isn't one of them. lol,0,0,0,0
im so sad https://t.co/21Pe8uR3L0,0,0,0,0
"@glen_mcgregor Oh my - how many civics classes were skipped here, folks.  Sad - very sad.  The Freedom Clan also skipped theirs or else we would not be where we are today.  Get a grip folks - read, check sources - then comment.  ""Our"" ignorance is showing.",2,0,0,0
3 of my favorite baragis just soft blocked me... im genuinely so sad they were my favorite moots https://t.co/3iZEV5OsR2,1,0,0,0
This is sad af tbh https://t.co/STdWkd8mcq,0,0,0,0
"@squeakerslair Hey Tim 👋🏻

Sad to hear you're experiencing issues with your service at the moment. Wi-Fi Calling is perfect for where service faults occur and at home if the signal is poor indoors, although I appreciate isn't always the answer if you don't have access to Wi-Fi. (1/2) -Michael B",2,0,0,0
"I didn't watch, was it like a good rice bag at walmart slap? Or like was it a sad slap",0,0,0,0
Firearm safety is essential.. this is sad https://t.co/A5kaowg7bu,0,0,0,0
"Ok so can u guys not tweet anything funny ,interesting,sad ,etc from like 9-12 https://t.co/KmbUmg0Ub7",1,0,0,0
Tbh wtf hurt yugyeom that he keep on comeback with sad songs😭😭😭,0,0,0,0
"A teen girl must risk train hopping during the Great Depression to help her suffering family.

https://t.co/TJHhTH5Ob2
#amreading",3,0,0,1
@ReignOfApril Yea she may not have cancer but we don’t know if she has struggled mentally with the condition. Research has shown ppl with Alopecia struggle with anxiety and depression. https://t.co/xmNPj37fof,2,0,0,1
@pinatafarms @chrisrock you are now going down as the oppressor and you are now going to be a joke. Your career is over because of this and it makes me sad.,0,0,0,0
@Vs7230 So sad 😭,0,0,0,0
@KarlyMichelle_E @bennessb Is it sad that I have actually purchased Midsomer Murders on DVD? The early ones are great for doing who's who of British film and TV stars (one of my fave spots is a very young Orlando Bloom getting speared with a large pitchfork),2,0,0,0
Honestly I am disgusted  by @willsmith big strong man must come defend poor sad wife @jadapsmith..disgusting sense of entitlement that you have given ur whole family. #ShameOnYou talk all ur bullshit issues for ratings then cant handle a simple joke #Oscars #Entitled #OnePercent,0,0,0,0
"Community are here for a reason. If you continue to be stubborn and vexed your going to remain in this place of anxiety, fear and depression. It's okay if you feel cold and bitter you've been through a lot! Our loved ones are here to listen to us and our thoughts. Expect a",0,1,0,1
"ok folks I have some sad news, those websites are actually a scam (twitter crush, family)...notice how we are following random accounts (tech brand, game simulation kinda) :/",1,0,0,0
"Will was laughing sooooo hard. He loved the joke. 
It must be really really sad to be in a relationship where the love only goes 1 way. He loves her so much and she feels nothing for him. He didn’t want her to go have another fair with one of Jadens friends. It’s so sad https://t.co/YeEiVJs8dQ",0,0,0,0
i'm still so sad that this is the only picture of this anya look we got https://t.co/hDsipRd6HA,0,0,0,0
@Heroica48 @RoCam54 So sad for owner and dog.,2,0,0,0
@EilidhPinkChic I was gonna message you earlier and say I think you’ll get this one quick too….made me so happy and sad at the same time 💔,1,0,0,0
"Parizaad I m v sad for you😥
#UsmanBuzdar https://t.co/fSR6morpg7",15,1,0,0
Still getting messages mistaking SPC for Saint Peter’s University. Now they’re all sad ones because the Peacocks lost. 🙃,15,0,0,0
@jaden How sad is that…. Is that what we teach our children now?,0,0,0,0
Is it weird that I get a melancholic but borderline sad feeling looking at this piece? https://t.co/dIbT7uNxl2,2,0,0,0
@Profokiev That is sad actually. I just want happy/cute headcanons of Gi-hun is season 2 is not here yet.,0,0,0,0
@onelifeyourway Yes. After about 6 months of depression haha which I'm still.dealing with after effects but it was all needed,0,0,0,1
"I’ve been trying to understand the feelings I have about the actions of someone I like as an actor. Will Smith completely lost it last night and attacked Chris Rock. He was wrong.

Yes, it’s disappointing and sets a bad example, but I think I’m really just sad about it all.",10,1,0,0
"@AuntieSin @JujuliaGrace @Morrisons Dearie me. How sad to have been triple done, and had covid, and still feel the world outside your door is unsafe.
One day the world will end for you, and it will be to late to realise you lost the late years of your life to fear. Covid is now a cold, enjoy what life you have left",0,0,0,0
"Reynie’s face fell. “It’s not funny, Kate.” 
For a moment—a fleeting moment—Kate looked desperately sad. “Well, of course it’s not funny, Reynie Muldoon. But what do you want me to do? Cry?”",0,0,0,0
"@uwusemisemi Ayato thinks Yoimiya is a bad influence for Ayaka, right? I'm really sad because I love Yatomiya 😔",0,0,0,0
@Phil_Lewis_ Brothers or not Jada looked like GI - Jane going to the officers ball in that olive green dress Chris Rock called it funny as hell sad about the hair loss issue but come on people Will Smith lost it he needs to be charged with assault,5,0,0,0
@GYerathel Sad reality..and worse part u end up asking the same whitch for advise..hante ke ena mmolai wa gao..,1,1,0,0
how am I supposed to finish this when I'm making /myself/ sad https://t.co/epsRqRFz6A,44,6,0,0
I’m both relieved the awards season is over and so sad that the Spencer era is over :(,13,0,0,0
"Some of you seem insufficiently remorseful. So here’s another Opressed Oligarch, baleful billionaire Mikhail Fridman. So sad. https://t.co/N6C2kgwoXT",63,14,0,0
"@hellodollydog Heartbroken to read this sad news.
Thinking of you xxx",1,0,0,0
@JeffDCDC Deepest sympathies on your loss. Wishing you peace during this sad time.,1,0,0,0
@lesyeuxdeniny sad ending,0,0,0,0
@melissagrelo Sad because I’m sure he will come out with what a bad place he is in and just take a whole bunch of sympathy from people,0,0,0,0
@TheGuardianAn15 A senseless loss. So sad.,0,0,0,0
"@feastsandfables @JoMortimer2903 I do wonder if his passing will have a significant impact on the Foos and whether they will go forward without him. Very sad. The intro to this song, normally sung by Taylor, captures their relationship really well. 

https://t.co/1oWHpVDw9m",1,0,0,0
"@principalhfps Awe such sad news, really liked Father Paddy. RIP x",0,0,0,0
i’ve stopped talking to 90% of my family and i no longer go to family functions and for a while it made me sad to just cut off my family but i found a positive last night - i’m completely free to move how i please in the world. there’s nobody to disappoint but myself.,0,0,0,0
@mariahgeezy @GotdangTv so damn sad man 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️,1,0,0,0
"#SantRampalJiMaharaj_App 

We all do so much devotion to deities, yet why are we sad?
 To know, download Jagatguru Tatvdarshi Sant Rampal Ji Maharaj's Official App ""Sant Rampal Ji Maharaj"" 

 Download from Playstore https://t.co/h375O8ziHg",6,4,0,0
"@cz_binance @pushpendrakum Sad but it is reality,these are our policy makers where they collect money from middle class and put it in the pocket of rich person and politicians and use it for their enjoyment",5,1,0,0
@drgnfyre07 Damn this is so fucking sexy and creative!! Such a fun look. Sad I missed it last night!,1,0,0,0
Sad Monday.,0,0,0,0
@J11ZCHE Aha! A #Nazi #Jokerknight against human rights! No different than #UkrainianNazis So sad for people who believing in humanity to see #Nazi ideology camouflaged in different skin. YOU ARE THE SAME #Nazi you fight against. In other words you are fighting your #nazibrothers 🤮,0,0,0,0
@mxahmxah Mommy is always the way. How else would you know I wanna suck on your tiddies 😂,0,0,0,0
@GoldieOnSports @whohasquaaludes You sad as hell for turning comments off on everything 😑,0,0,0,0
